"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.82962,37.91017,11187.14,3409.84
2,-107.82962,37.91010,11185.96,3409.48
3,-107.82967,37.91001,11183.73,3408.80
4,-107.82979,37.90999,11180.71,3407.88
5,-107.82990,37.90999,11175.13,3406.18
6,-107.83037,37.91017,11147.51,3397.76
7,-107.83068,37.91029,11134.71,3393.86
8,-107.83168,37.91079,11093.96,3381.44
9,-107.83182,37.91088,11089.76,3380.16
10,-107.83196,37.91099,11084.09,3378.43
11,-107.83213,37.91119,11071.03,3374.45
12,-107.83231,37.91145,11051.08,3368.37
13,-107.83245,37.91169,11026.41,3360.85
14,-107.83276,37.91232,10974.34,3344.98
15,-107.83290,37.91256,10954.13,3338.82
16,-107.83308,37.91277,10944.62,3335.92
17,-107.83350,37.91321,10929.66,3331.36
18,-107.83478,37.91409,10874.18,3314.45
19,-107.83502,37.91427,10865.03,3311.66
20,-107.83523,37.91447,10857.64,3309.41
21,-107.83535,37.91462,10850.49,3307.23
22,-107.83577,37.91513,10827.46,3300.21
23,-107.83595,37.91532,10819.46,3297.77
24,-107.83611,37.91542,10814.01,3296.11
25,-107.83643,37.91549,10801.64,3292.34
26,-107.83674,37.91559,10779.07,3285.46
27,-107.83695,37.91570,10756.79,3278.67
28,-107.83710,37.91580,10737.70,3272.85
29,-107.83779,37.91631,10640.78,3243.31
30,-107.83811,37.91659,10594.16,3229.10
31,-107.83836,37.91687,10561.12,3219.03
32,-107.83857,37.91722,10525.36,3208.13
33,-107.83875,37.91822,10437.37,3181.31
34,-107.83884,37.91948,10351.12,3155.02
35,-107.83878,37.92056,10268.70,3129.90
